path,recommended_location,owner,category,owner_confidence,category_confidence,risk
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-09-23_Daily Care Summary.md,Review-Queue/Daily Note/2024-09-23_Daily Care Summary.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-09-25_Daily Care Notes Summary.md,Review-Queue/Uncertain/2024-09-25_Daily Care Notes Summary.md,Uncertain,Uncertain,0.0,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-09-26_Daily Care Summary.md,Review-Queue/Daily Note/2024-09-26_Daily Care Summary.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-09-27_Daily Care Summary.md,Review-Queue/Daily Note/2024-09-27_Daily Care Summary.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-09-28_Course Description Assistance.md,Businesses/Education/2024-09-28_Course Description Assistance.md,Business,Education,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-09-30_SEO Crash Course.md,AI-Systems/Education/2024-09-30_SEO Crash Course.md,AI System,Education,0.87,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-02_API Automation Solutions.md,AI-Systems/SOP/2024-10-02_API Automation Solutions.md,AI System,SOP,0.98,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-04_Daily Care Summary for Mrs. Carrie.md,Review-Queue/Daily Note/2024-10-04_Daily Care Summary for Mrs. Carrie.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-05_Daily Care Summary.md,Review-Queue/Daily Note/2024-10-05_Daily Care Summary.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-06_Daily Activities Summary M-R-S C-A-R-R-I-E.md,Review-Queue/Daily Note/2024-10-06_Daily Activities Summary M-R-S C-A-R-R-I-E.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-08_Forex Trading Changes 2024.md,AI-Systems/Daily Note/2024-10-08_Forex Trading Changes 2024.md,AI System,Daily Note,0.95,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-08_Host Value for A Record.md,AI-Systems/Daily Note/2024-10-08_Host Value for A Record.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-08_Software Creation Ideas Summary.md,Businesses/Business/2024-10-08_Software Creation Ideas Summary.md,Business,Business,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-08_Technical Analysis EURUSD Chart.md,AI-Systems/Daily Note/2024-10-08_Technical Analysis EURUSD Chart.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-10_API Issue Assistance Request.md,AI-Systems/Daily Note/2024-10-10_API Issue Assistance Request.md,AI System,Daily Note,0.98,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-10_Federal Filing Requirements Explained.md,Businesses/Business/2024-10-10_Federal Filing Requirements Explained.md,Business,Business,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-12_Daily Care Summary.md,Review-Queue/Daily Note/2024-10-12_Daily Care Summary.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-13_AI Tools Website Template.md,AI-Systems/Template/2024-10-13_AI Tools Website Template.md,AI System,Template,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-13_Connect Custom Domain AI Daddy.md,AI-Systems/Daily Note/2024-10-13_Connect Custom Domain AI Daddy.md,AI System,Daily Note,0.98,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-13_Custom Domain Setup Guide.md,AI-Systems/Daily Note/2024-10-13_Custom Domain Setup Guide.md,AI System,Daily Note,0.98,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-13_Devine Tools Website Blog.md,AI-Systems/Daily Note/2024-10-13_Devine Tools Website Blog.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-13_Free Productivity Tools Suggestions.md,Businesses/Product/2024-10-13_Free Productivity Tools Suggestions.md,Business,Product,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-13_Logo Design for AI Tools.md,AI-Systems/Daily Note/2024-10-13_Logo Design for AI Tools.md,AI System,Daily Note,0.98,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-14_Free APIs like ChatGPT.md,AI-Systems/Daily Note/2024-10-14_Free APIs like ChatGPT.md,AI System,Daily Note,0.98,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-14_Future of AI Presentation.md,AI-Systems/Uncertain/2024-10-14_Future of AI Presentation.md,AI System,Uncertain,0.98,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-14_Monetizing AI Tools Ideas.md,AI-Systems/Finance/2024-10-14_Monetizing AI Tools Ideas.md,AI System,Finance,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-14_Weight Loss with Keto.md,AI-Systems/Daily Note/2024-10-14_Weight Loss with Keto.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-15_API Key Troubleshooting Steps.md,AI-Systems/Daily Note/2024-10-15_API Key Troubleshooting Steps.md,AI System,Daily Note,0.98,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-15_YouTube Thumbnail Design Tips.md,AI-Systems/Daily Note/2024-10-15_YouTube Thumbnail Design Tips.md,AI System,Daily Note,0.95,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-16_Forex Course Pricing Summary.md,AI-Systems/Education/2024-10-16_Forex Course Pricing Summary.md,AI System,Education,0.87,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-16_Insights on Your Strengths.md,AI-Systems/Education/2024-10-16_Insights on Your Strengths.md,AI System,Education,0.87,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-17_Forex Course Development Benefits.md,AI-Systems/Education/2024-10-17_Forex Course Development Benefits.md,AI System,Education,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-18_Lexus ES350 Tire Pressure.md,AI-Systems/Daily Note/2024-10-18_Lexus ES350 Tire Pressure.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-19_Monetization Strategies and Ideas.md,AI-Systems/Education/2024-10-19_Monetization Strategies and Ideas.md,AI System,Education,0.87,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-20_Blaze AI Brand Voices.md,AI-Systems/Business/2024-10-20_Blaze AI Brand Voices.md,AI System,Business,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-23_Open Source Email Managers.md,AI-Systems/Business/2024-10-23_Open Source Email Managers.md,AI System,Business,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-23_Understanding AI2 Benefits.md,AI-Systems/Uncertain/2024-10-23_Understanding AI2 Benefits.md,AI System,Uncertain,0.98,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-25_Casual Greeting Exchange.md,AI-Systems/Daily Note/2024-10-25_Casual Greeting Exchange.md,AI System,Daily Note,0.98,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-25_CourseMate AI Demo Setup.md,AI-Systems/Education/2024-10-25_CourseMate AI Demo Setup.md,AI System,Education,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-25_Extract Unique Emails CSV.md,AI-Systems/Daily Note/2024-10-25_Extract Unique Emails CSV.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-25_Key Points Summary JSON.md,Titus-Vault/Daily Note/2024-10-25_Key Points Summary JSON.md,Titus,Daily Note,0.98,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-27_Daily Summary for Mrs. Carey.md,Review-Queue/Daily Note/2024-10-27_Daily Summary for Mrs. Carey.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-28_Email Correction Request.md,Businesses/Daily Note/2024-10-28_Email Correction Request.md,Business,Daily Note,0.98,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-10-30_Shift Cancellation and Receipt.md,AI-Systems/Daily Note/2024-10-30_Shift Cancellation and Receipt.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-02_Daily Care Summary.md,Review-Queue/Daily Note/2024-11-02_Daily Care Summary.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-03_Phone Setup Assistance.md,AI-Systems/Daily Note/2024-11-03_Phone Setup Assistance.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-08_DNS A Record Issue.md,AI-Systems/Daily Note/2024-11-08_DNS A Record Issue.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-08_Domain Forwarding Setup Guide.md,AI-Systems/Daily Note/2024-11-08_Domain Forwarding Setup Guide.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-08_Refund Request for Subscription.md,AI-Systems/Daily Note/2024-11-08_Refund Request for Subscription.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-09_Disputing Subscription Charge.md,AI-Systems/Daily Note/2024-11-09_Disputing Subscription Charge.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-09_Forex Trading with Faith.md,Reference-Library/Reference/2024-11-09_Forex Trading with Faith.md,Reference Library,Reference,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-09_Mass delete Gmail emails.md,AI-Systems/Daily Note/2024-11-09_Mass delete Gmail emails.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-10_Daily Care Summary.md,Titus-Vault/Daily Note/2024-11-10_Daily Care Summary.md,Titus,Daily Note,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-11_Medicare vs Medicaid.md,AI-Systems/Health/2024-11-11_Medicare vs Medicaid.md,AI System,Health,0.87,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-14_DUAI full package price.md,AI-Systems/Business/2024-11-14_DUAI full package price.md,AI System,Business,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-14_Hair Clothes Location.md,AI-Systems/Career/2024-11-14_Hair Clothes Location.md,AI System,Career,0.87,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-17_Daily Care Summary.md,Titus-Vault/Daily Note/2024-11-17_Daily Care Summary.md,Titus,Daily Note,0.95,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-18_Mrs Carey Daily Routine.md,Review-Queue/Daily Note/2024-11-18_Mrs Carey Daily Routine.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-19_LLC and 501c3 Dissolution.md,AI-Systems/Certification/2024-11-19_LLC and 501c3 Dissolution.md,AI System,Certification,0.87,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-20_Farming in Botswana Grants.md,Review-Queue/Daily Note/2024-11-20_Farming in Botswana Grants.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-21_Delivery Confirmation Update.md,AI-Systems/Daily Note/2024-11-21_Delivery Confirmation Update.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-22_Daily Care Routine.md,Titus-Vault/Daily Note/2024-11-22_Daily Care Routine.md,Titus,Daily Note,0.95,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-26_OnlineHomeTech Store Description.md,AI-Systems/Daily Note/2024-11-26_OnlineHomeTech Store Description.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-29_RUSH Method for Shopify.md,Businesses/Product/2024-11-29_RUSH Method for Shopify.md,Business,Product,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-11-29_Wobbly Definition and Usage.md,AI-Systems/Daily Note/2024-11-29_Wobbly Definition and Usage.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-12-01_Putin's age.md,AI-Systems/Daily Note/2024-12-01_Putin's age.md,AI System,Daily Note,0.95,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-12-04_US Bank Email Inquiry.md,AI-Systems/Uncertain/2024-12-04_US Bank Email Inquiry.md,AI System,Uncertain,0.87,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-12-06_Removing Online Associations.md,AI-Systems/Daily Note/2024-12-06_Removing Online Associations.md,AI System,Daily Note,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-12-09_Daily Care Routine.md,Review-Queue/Daily Note/2024-12-09_Daily Care Routine.md,Uncertain,Daily Note,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-12-14_Trump Immigration Plans Summary.md,Review-Queue/Daily Note/2024-12-14_Trump Immigration Plans Summary.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault-COMPLETE/Conversations/AI-Technology/2024-12-15_Mrs Carey's Daily Routine.md,Review-Queue/Daily Note/2024-12-15_Mrs Carey's Daily Routine.md,Uncertain,Daily Note,0.0,0.98,High
